original_companies,new_companies,total_companies,original_mean_score,new_companies_mean_score,all_companies_mean_score,original_discrimination_power,expanded_discrimination_power
6,9,15,36.666666666666664,35.888888888888886,36.2,0.3035935060964888,0.38119546714653957
